Дата,Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
2015-03-17,+5,770,Ясно,СЗ 1м/с,-1,769,Ясно,СЗ 1м/с
2015-03-18,+6,765,Ясно,З 2м/с,-2,764,Ясно,З 2м/с
2015-03-19,+9,760,Ясно,СЗ 1м/с,-1,759,Ясно,СЗ 1м/с
2015-03-20,+5,754,Ясно,Ю 2м/с,0,752,Ясно,Ю 2м/с
2015-03-21,+2,746,Малооблачно,Ю 2м/с,-2,743,Пасмурно,Ю 2м/с
2015-03-22,+2,741,Переменная облачность,ЮЗ 2м/с,+2,740,Пасмурно,ЮЗ 2м/с
2015-03-23,-2,747,Пасмурно,С 2м/с,-5,750,Ясно,С 2м/с
2015-03-24,-2,749,Переменная облачность,ЮЗ 4м/с,-2,748,Пасмурно,ЮЗ 4м/с
2015-03-25,+5,749,Ясно,З 4м/с,+3,752,Пасмурно,З 4м/с
2015-03-26,+1,758,Пасмурно,В 3м/с,-2,759,Переменная облачность,В 3м/с
2015-03-27,-1,765,Ясно,СВ 4м/с,-3,767,Ясно,СВ 4м/с
2015-03-28,+1,770,Малооблачно,В 2м/с,-3,771,Ясно,В 2м/с
2015-03-29,-1,772,Малооблачно,ЮВ 2м/с,-4,770,Ясно,ЮВ 2м/с
2015-03-30,-1,765,Ясно,ЮВ 3м/с,-4,764,Ясно,ЮВ 3м/с
2015-03-31,+3,761,Ясно,ЮВ 2м/с,0,759,Ясно,ЮВ 2м/с
